Year,Жасы,Аймақ,Өңірлер,Value
2019,10 жастан 14 жасқа дейін,ауыл,Түркістан,0.0
2019,10 жастан 14 жасқа дейін,ауыл,Шығыс Қазақстан,0.0920683146894996
2019,15-19,,,23.2
2019,,,Ақмола,21.6
2019,,,Ақтөбе,18.06
2019,,,Алматы,27.35
2019,,,Атырау,25.96
2019,,,Батыс Қазақстан,18.71
2019,,,Жамбыл,33.73
2019,,,Қарағанды,19.91
2019,,,Қостанай,18.48
2019,,,Қызылорда,18.95
2019,,,Маңғыстау,33.98
2019,,,Павлодар,18.24
2019,,,Солтүстік Қазақстан,19.15
2019,,,Түркістан,31.97
2019,,,Шығыс Қазақстан,17.23
2019,,,Нұр-Сұлтан қаласы,11.69
2019,,,Алматы қаласы,12.39
2019,,,Шымкент қаласы,25.44
2019,,қала,,20.61
2019,,қала,Ақмола,19.76
2019,,қала,Ақтөбе,20.01
2019,,қала,Алматы,30.27
2019,,қала,Атырау,24.43
2019,,қала,Батыс Қазақстан,19.1
2019,,қала,Жамбыл,27.77
2019,,қала,Қарағанды,19.23
2019,,қала,Қостанай,15.33
2019,,қала,Қызылорда,19.44
2019,,қала,Маңғыстау,29.86
2019,,қала,Павлодар,16.52
2019,,қала,Солтүстік Қазақстан,16.43
2019,,қала,Түркістан,45.85
2019,,қала,Шығыс Қазақстан,16.49
2019,,қала,Нұр-Сұлтан қаласы,11.69
2019,,қала,Алматы қаласы,12.39
2019,,қала,Шымкент қаласы,20.61
2019,,ауыл,,26.04
2019,,ауыл,Ақмола,22.95
2019,,ауыл,Ақтөбе,14.49
2019,,ауыл,Алматы,26.57
2019,,ауыл,Атырау,27.53
2019,,ауыл,Батыс Қазақстан,18.36
2019,,ауыл,Жамбыл,37.14
2019,,ауыл,Қарағанды,21.96
2019,,ауыл,Қостанай,21.61
2019,,ауыл,Қызылорда,18.64
2019,,ауыл,Маңғыстау,36.34
2019,,ауыл,Павлодар,21.43
2019,,ауыл,Солтүстік Қазақстан,20.7
2019,,ауыл,Түркістан,28.85
2019,,ауыл,Шығыс Қазақстан,18.16
